Страна,Тип компании,Кем работаю,Должность,Как отразился карантин
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Фрилансер,Программист,Senior,Никак
Украина,Продуктовая компания,Программист,Senior,Никак
Украина,Продуктовая компания,Программист,Senior,Никак
Украина,Продуктовая компания,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Программист,Mid,Поперли заказы / Стало лучше
Украина,IT отдел в компании,Свой вариант,Junior,Никак
Украина,Продуктовая компания,Программист,Senior,Никак
Украина,Продуктовая компания,QA,Senior,Никак
Украина,Продуктовая компания,Свой вариант,Mid,Никак
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,IT отдел в компании,Программист,Senior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Junior,Поперли заказы / Стало лучше
Украина,IT отдел в компании,Программист,Mid,Никак
Украина,IT отдел в компании,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Продуктовая компания,Product,Junior,Никак
Украина,IT отдел в компании,Программист,Mid,Никак
Украина,IT отдел в компании,Свой вариант,другое,Поперли заказы / Стало лучше
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Продуктовая компания,Business Analysis,,Никак
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Продуктовая компания,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Продуктовая компания,QA,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Свой вариант,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,IT отдел в компании,Product,Manager,Поперли заказы / Стало лучше
Украина,Продуктовая компания,QA,Mid,Никак
Украина,Продуктовая компания,Программист,Junior,Уволили
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Senior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Senior,Никак
Украина,Продуктовая компания,Свой вариант,другое,Уволили
Украина,Компания аутсорс,Программист,Senior,Поперли заказы / Стало лучше
Украина,Продуктовая компания,Data Science,Mid,Никак
Украина,Компания аутсорс,QA,Junior,Никак
Украина,Компания аутсорс,Программист,Senior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Системный администратор,Mid,Никак
Украина,Компания аутсорс,DevOps,Junior,Никак
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Senior,Никак
Украина,Компания аутсорс,Design,Senior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Компания аутсорс,Project Manager,Mid,Никак
Украина,Продуктовая компания,Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Продуктовая компания,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,IT отдел в компании,Свой вариант,Mid,Никак
Украина,Компания аутсорс,Программист,Senior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,IT отдел в компании,Project Manager,Manager,Поперли заказы / Стало лучше
Украина,Продуктовая компания,QA,Mid,Никак
Украина,Компания аутсорс,Программист,Senior,Никак
Украина,Компания аутсорс,Программист,Junior,Уволили
Украина,Продуктовая компания,Программист,Mid,Поперли заказы / Стало лучше
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Фрилансер,Программист,,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Продуктовая компания,Программист,Junior,Никак
Украина,Продуктовая компания,Программист,Senior,Никак
Украина,Фрилансер,Программист,Junior,Поперли заказы / Стало лучше
Украина,IT отдел в компании,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Проектная работа (например веб-студия),Design,Senior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Фрилансер,Программист,,Никак
Украина,Компания аутсорс,Системный администратор,Senior,Никак
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Продуктовая компания,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,IT отдел в компании,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,IT отдел в компании,Product,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,IT отдел в компании,QA,Junior,Никак
Украина,Продуктовая компания,Программист,Senior,Никак
Украина,Продуктовая компания,Свой вариант,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Фрилансер,Программист,Mid,Никак
Украина,Проектная работа (например веб-студия),Свой вариант,другое,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Продуктовая компания,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,IT отдел в компании,Программист,Senior,Никак
Украина,IT отдел в компании,Программист,Junior,Никак
Украина,Компания аутсорс,Свой вариант,другое,Никак
Украина,Фрилансер,Программист,,Никак
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Компания аутсорс,Свой вариант,Junior,Никак
Украина,Компания аутсорс,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,IT отдел в компании,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,QA,Mid,Никак
Украина,IT отдел в компании,Системный администратор,другое,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,IT отдел в компании,Business Analysis,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,IT отдел в компании,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Junior,Поперли заказы / Стало лучше
Украина,Фрилансер,Программист,Junior,Поперли заказы / Стало лучше
Украина,Проектная работа (например веб-студия),Свой вариант,другое,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Проектная работа (например веб-студия),Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Design,Mid,Никак
Украина,Фрилансер,QA,Junior,Никак
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Junior,Поперли заказы / Стало лучше
Украина,Компания аутсорс,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Проектная работа (например веб-студия),Программист,Junior,Уволили
Украина,Проектная работа (например веб-студия),Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Проектная работа (например веб-студия),Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Фрилансер,Программист,Mid,Никак
Украина,Проектная работа (например веб-студия),Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Senior,Никак
Украина,Проектная работа (например веб-студия),Программист,Senior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Senior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Senior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,IT отдел в компании,Программист,Senior,Никак
Украина,Проектная работа (например веб-студия),Программист,Senior,Никак
Украина,Продуктовая компания,Программист,другое,Никак
Украина,Фрилансер,Программист,другое,Поперли заказы / Стало лучше
Украина,Фрилансер,Программист,,Никак
Украина,Компания аутсорс,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,QA,Junior,Никак
Украина,Фрилансер,Программист,Mid,Поперли заказы / Стало лучше
Украина,Проектная работа (например веб-студия),Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Проектная работа (например веб-студия),Project Manager,Manager,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Senior,Никак
Украина,Проектная работа (например веб-студия),Product,Manager,Никак
Украина,Компания аутсорс,QA,Junior,Никак
Украина,Компания аутсорс,QA,Mid,Никак
Украина,Фрилансер,Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Фрилансер,Программист,Junior,Поперли заказы / Стало лучше
Украина,Фрилансер,Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Проектная работа (например веб-студия),Программист,Junior,Никак
Украина,Проектная работа (например веб-студия),Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Junior,Поперли заказы / Стало лучше
Украина,Компания аутсорс,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Фрилансер,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Проектная работа (например веб-студия),Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Проектная работа (например веб-студия),Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Фрилансер,Программист,Mid,Никак
Украина,Проектная работа (например веб-студия),Программист,Senior,Уволили
Украина,Проектная работа (например веб-студия),Программист,,Поперли заказы / Стало лучше
Украина,IT отдел в компании,Программист,Junior,Никак
Украина,Фрилансер,Свой вариант,,Поперли заказы / Стало лучше
Украина,Компания аутсорс,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Проектная работа (например веб-студия),Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Фрилансер,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Фрилансер,Программист,Senior,Никак
Украина,Продуктовая компания,QA,Mid,Уволили
Украина,Компания аутсорс,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Проектная работа (например веб-студия),Программист,Mid,Никак
Украина,Проектная работа (например веб-студия),Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Junior,Уволили
Украина,Проектная работа (например веб-студия),Программист,Junior,Никак
Украина,Проектная работа (например веб-студия),Design,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,QA,Mid,Никак
Украина,Проектная работа (например веб-студия),Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Фрилансер,Свой вариант,другое,Никак
Украина,Фрилансер,Свой вариант,другое,Никак
Украина,Продуктовая компания,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Проектная работа (например веб-студия),Программист,Junior,Никак
Украина,Проектная работа (например веб-студия),Свой вариант,Senior,Уволили
Украина,Продуктовая компания,Свой вариант,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Business Analysis,другое,Уволили
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Компания аутсорс,Project Manager,Manager,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Свой вариант,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,DevOps,Senior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,QA,Mid,Никак
Украина,Продуктовая компания,QA,Mid,Никак
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Продуктовая компания,Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Junior,Уволили
Украина,Компания аутсорс,Программист,Junior,Уволили
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Проектная работа (например веб-студия),Программист,Mid,Поперли заказы / Стало лучше
Украина,Фрилансер,Программист,Mid,Никак
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Продуктовая компания,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Проектная работа (например веб-студия),Программист,Mid,Поперли заказы / Стало лучше
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,IT отдел в компании,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Senior,Никак
Украина,Компания аутсорс,Программист,Senior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Проектная работа (например веб-студия),Программист,Senior,Никак
Украина,Продуктовая компания,Программист,другое,Никак
Украина,Продуктовая компания,Свой вариант,Junior,Никак
Украина,IT отдел в компании,Свой вариант,Manager,Никак
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,IT отдел в компании,Программист,Junior,Никак
Украина,Фрилансер,Свой вариант,Junior,Поперли заказы / Стало лучше
Украина,Фрилансер,Business Analysis,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Проектная работа (например веб-студия),Программист,Mid,Никак
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Продуктовая компания,Программист,Senior,Никак
Украина,Компания аутсорс,Программист,другое,Никак
Украина,Фрилансер,Программист,Junior,Поперли заказы / Стало лучше
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Продуктовая компания,Программист,Junior,Никак
Украина,IT отдел в компании,Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Mid,Поперли заказы / Стало лучше
Украина,IT отдел в компании,Программист,Mid,Никак
Украина,Продуктовая компания,Программист,Mid,Поперли заказы / Стало лучше
Украина,Компания аутсорс,QA,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,QA,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Фрилансер,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,IT отдел в компании,Программист,Senior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Senior,Уволили
Украина,Компания аутсорс,Программист,Senior,Уволили
Украина,Проектная работа (например веб-студия),Свой вариант,Senior,Никак
Украина,Компания аутсорс,Business Analysis,Junior,Никак
Украина,Фрилансер,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Senior,Никак
Украина,Компания аутсорс,Программист,Senior,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Senior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Программист,Senior,Никак
Украина,Фрилансер,Свой вариант,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Фрилансер,Программист,другое,Никак
Украина,Фрилансер,Свой вариант,другое,Никак
Украина,Фрилансер,Программист,другое,Никак
Украина,Компания аутсорс,DevOps,Junior,Никак
Украина,Фрилансер,Программист,,Никак
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Компания аутсорс,QA,Senior,Уволили
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Компания аутсорс,QA,Junior,Никак
Украина,Фрилансер,Программист,Senior,Никак
Украина,Компания аутсорс,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Senior,Никак
Украина,Компания аутсорс,Программист,,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Проектная работа (например веб-студия),Программист,Junior,Никак
Украина,Компания аутсорс,Product,Junior,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Проектная работа (например веб-студия),Свой вариант,Junior,Никак
Украина,Продуктовая компания,Программист,Senior,Никак
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Продуктовая компания,Программист,Junior,Никак
Украина,IT отдел в компании,Программист,Junior,Никак
Украина,Проектная работа (например веб-студия),Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,IT отдел в компании,Программист,другое,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,IT отдел в компании,Программист,Mid,Никак
Украина,Фрилансер,Программист,Mid,Поперли заказы / Стало лучше
Украина,Компания аутсорс,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Фрилансер,Design,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Фрилансер,DevOps,Mid,Поперли заказы / Стало лучше
Украина,Продуктовая компания,Программист,,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Системный администратор,Junior,Никак
Украина,IT отдел в компании,Design,Mid,Никак
Украина,Компания аутсорс,Программист,Mid,Поперли заказы / Стало лучше
Украина,Продуктовая компания,Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Senior,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Системный администратор,Junior,Никак
Украина,Компания аутсорс,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Продуктовая компания,Design,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Фрилансер,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Продуктовая компания,QA,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Фрилансер,Программист,Mid,Поперли заказы / Стало лучше
Украина,Продуктовая компания,Data Science,Junior,Никак
Украина,Проектная работа (например веб-студия),Программист,Mid,Никак
Украина,Фрилансер,DevOps,Mid,Никак
Украина,Компания аутсорс,Программист,,Никак
Украина,Продуктовая компания,Свой вариант,Manager,Никак
Украина,Продуктовая компания,Программист,Mid,Поперли заказы / Стало лучше
Украина,Продуктовая компания,Программист,,Никак
Украина,Продуктовая компания,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Программист,Junior,Никак
Украина,Продуктовая компания,Программист,Senior,Уволили
Украина,Компания аутсорс,Программист,Mid,Поперли заказы / Стало лучше
Украина,Продуктовая компания,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Project Manager,Mid,Никак
Украина,Продуктовая компания,Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Фрилансер,Программист,Junior,Поперли заказы / Стало лучше
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Компания аутсорс,QA,Senior,Никак
Украина,Фрилансер,Data Science,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Senior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Senior,Никак
Украина,Компания аутсорс,Программист,Mid,Уволили
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Продуктовая компания,Программист,Senior,Никак
Украина,Фрилансер,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Data Science,Mid,Поперли заказы / Стало лучше
Украина,Продуктовая компания,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Программист,Senior,Никак
Украина,Компания аутсорс,QA,Senior,Никак
Украина,Продуктовая компания,Программист,Mid,Поперли заказы / Стало лучше
Украина,IT отдел в компании,Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,IT отдел в компании,Программист,Mid,Никак
Украина,Компания аутсорс,Свой вариант,Mid,Поперли заказы / Стало лучше
Украина,Компания аутсорс,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Mid,Уволили
Украина,Продуктовая компания,QA,Mid,Никак
Украина,Фрилансер,Программист,Senior,Никак
Украина,Продуктовая компания,Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Компания аутсорс,Программист,Senior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Программист,Senior,Никак
Украина,Продуктовая компания,Программист,Mid,Поперли заказы / Стало лучше
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,IT отдел в компании,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Свой вариант,Manager,Никак
Украина,Компания аутсорс,Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,IT отдел в компании,Свой вариант,Mid,Никак
Украина,Продуктовая компания,Project Manager,Manager,Поперли заказы / Стало лучше
Украина,IT отдел в компании,Design,Mid,Никак
Украина,Продуктовая компания,Business Analysis,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Проектная работа (например веб-студия),Data Science,Junior,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Компания аутсорс,QA,Junior,Уволили
Украина,Компания аутсорс,Программист,Mid,Никак
Украина,Продуктовая компания,Программист,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,Компания аутсорс,Программист,Junior,Поперли заказы / Стало лучше
Украина,IT отдел в компании,Data Science,Senior,Никак
Украина,Продуктовая компания,Программист,Mid,Никак
Украина,Продуктовая компания,QA,Mid,Урезали ЗП / Неоплачиваемый отпуск / Стало хуже
Украина,IT отдел в компании,Программист,Junior,Никак
Украина,Компания аутсорс,Программист,Mid,Никак
